Date,Observer,Location,Point,StandardizedLocationName,LocalSurveyName,Species,whattodowiththissighting,Quantity,Heard/Seen,Angle (deg),Distance (m),Breeding Code,Flyover,Notes
6/6/2013,JDR,Black Mesa SP,BLKM-PC1,,,CASP,KEEP,1,H,350,215,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC1,,,HOLA,KEEP,1,H,170,80,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC1,,,WEME,KEEP,1,H,165,290,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC1,,,HOLA,KEEP,1,H,240,125,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC1,,,NOMO,KEEP,1,H,350,450,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC1,,,WEKI,KEEP,3,S,275,185,A,,2 Fighting
6/6/2013,JDR,Black Mesa SP,BLKM-PC1,,,HOLA,KEEP,1,S,300,200,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC1,,,HOLA,KEEP,2,S,395,175,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,LASP,KEEP,1,H,240,60,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,CASP,KEEP,1,H,35,120,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,LASP,KEEP,1,H,80,50,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,CLSW,KEEP,2,S,80,25,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,CASP,KEEP,1,H,120,170,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,CASP,KEEP,1,H,75,100,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,WEME,KEEP,1,H,265,75,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,WEME,KEEP,1,H,320,200,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,CLSW,KEEP,1,S,240,50,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,LASP,KEEP,1,S,90,30,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,NOMO,KEEP,1,H,260,235,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,WEKI,KEEP,1,S,95,160,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,NOMO,KEEP,1,S,25,215,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,RTHA,KEEP,1,S,290,250,,Flyover,soaring low
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,BAEA,KEEP,1,S,280,100,,Flyover,above head
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,WEKI,KEEP,1,H,270,250,A,,response to RTHA
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,WEKI,KEEP,1,H,250,200,A,,response to RTHA
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,WEKI,KEEP,1,S,260,15,,Flyover,flew over head
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,CONI,KEEP,1,H,30,350,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,LASP,KEEP,1,H,155,150,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,LASP,KEEP,1,H,215,150,,,
6/6/2013,JDR,Black Mesa SP,BLKM-PC6,,,WEKI,KEEP,1,S,195,160,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,CASP,KEEP,1,H,95,125,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,CASP,KEEP,1,H,265,230,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,DICK,KEEP,1,H,25,200,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,DICK,KEEP,2,H,115,250,,,CLUSTER
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,EAME,KEEP,1,H,305,310,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,EAME,KEEP,1,H,240,300,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,NOBO,KEEP,1,H,30,400,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,HOFI,KEEP,1,H,135,90,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,NOBO,KEEP,1,H,190,385,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,CASP,KEEP,1,H,235,140,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,DICK,KEEP,1,H,170,250,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,DICK,KEEP,1,H,260,240,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,EAME,KEEP,1,H,340,260,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,WEKI,KEEP,3,S,350,225,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,CASP,KEEP,1,H,100,230,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,MODO,KEEP,1,H,265,400,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,NOBO,KEEP,1,H,250,450,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,FISP,KEEP,1,H,155,145,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,BARS,KEEP,1,H,165,85,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,BARS,KEEP,1,S,245,100,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,EAME,KEEP,1,S,295,210,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC1,,,COGR,KEEP,1,H,30,185,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC6,,,CASP,KEEP,1,H,95,200,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC6,,,CASP,KEEP,1,H,170,210,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC6,,,NOBO,KEEP,1,H,140,280,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC6,,,CASP,KEEP,1,H,50,175,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC6,,,WEME,KEEP,1,H,60,300,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC6,,,AMCR,KEEP,1,H,290,450,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC6,,,RWBL,KEEP,1,S,270,190,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC6,,,NOBO,KEEP,1,H,300,400,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC6,,,AMCR,KEEP,1,S,250,250,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC6,,,KILL,KEEP,1,S,250,85,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC6,,,KILL,KEEP,1,S,245,55,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC6,,,KILL,KEEP,1,H,100,300,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC6,,,LASP,KEEP,1,S,95,130,,,
6/7/2013,JDR,Ellis Co. WMA,ELIS-PC6,,,HOLA,KEEP,1,H,195,150,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC4,,,NOCA,KEEP,1,H,0,240,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC4,,,DICK,KEEP,1,H,340,190,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC4,,,DICK,KEEP,1,H,360,170,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC4,,,DICK,KEEP,1,H,310,120,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC4,,,CASP,KEEP,1,H,250,200,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC4,,,EAME,KEEP,1,S,275,90,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC4,,,EAME,KEEP,1,H,185,340,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC4,,,EAME,KEEP,1,H,150,280,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC4,,,LASP,KEEP,2,S,275,100,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC4,,,PABU,KEEP,2,S,100,80,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC4,,,DICK,KEEP,1,H,175,300,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC4,,,BGGN,KEEP,1,H,40,30,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC4,,,CASP,KEEP,1,H,160,240,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC4,,,NOBO,KEEP,1,H,310,350,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC4,,,LASP,KEEP,1,S,50,85,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC9,,,EAME,KEEP,1,H,140,150,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC9,,,CASP,KEEP,1,H,150,200,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC9,,,WEME,KEEP,1,H,300,375,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC9,,,CASP,KEEP,1,H,220,175,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC9,,,LASP,KEEP,1,H,170,230,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC9,,,CASP,KEEP,1,H,270,165,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC9,,,LASP,KEEP,1,H,270,145,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC9,,,LASP,KEEP,1,S,125,95,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC12,,,EAME,KEEP,1,H,265,200,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC12,,,EAME,KEEP,1,H,195,190,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC12,,,EAME,KEEP,1,H,92,125,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC12,,,WEKI,KEEP,1,S,92,120,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC12,,,EAME,KEEP,1,H,110,275,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC12,,,DICK,KEEP,1,H,260,300,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC12,,,DICK,KEEP,1,H,310,300,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC12,,,DICK,KEEP,1,H,215,250,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC12,,,LASP,KEEP,1,H,265,140,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC12,,,NOBO,KEEP,1,H,305,400,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC12,,,STFL,KEEP,1,S,300,375,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC3,,,EABL,KEEP,1,S,20,60,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC3,,,BEWR,KEEP,1,H,290,150,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC3,,,BEWR,KEEP,1,H,260,200,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC3,,,NOBO,KEEP,1,H,210,250,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC3,,,NOBO,KEEP,1,H,185,100,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC3,,,NOCA,KEEP,1,H,90,65,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC3,,,RBWO,KEEP,1,H,85,70,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC3,,,NOCA,KEEP,1,H,145,300,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC3,,,FISP,KEEP,1,H,265,110,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC3,,,FISP,KEEP,1,S,270,60,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC3,,,FISP,KEEP,1,H,85,200,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC3,,,PABU,KEEP,1,H,120,60,,,
6/7/2013,JDR,Black Kettle NG,BKNG-PC3,,,TUVU,KEEP,1,S,130,40,,Flyover,Flyover
6/7/2013,JDR,Black Kettle NG,BKNG-PC3,,,NOCA,KEEP,1,S,110,50,,Flyover,Flyby
6/7/2013,JDR,Black Kettle NG,BKNG-PC3,,,BHCO,KEEP,1,H,335,50,,Flyover,Flyby
6/7/2013,JDR,Black Kettle NG,BKNG-PC3,,,EABL,KEEP,1,S,30,55,P,,likely paired with other EABL
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC4,,,DICK,KEEP,1,H,245,230,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC4,,,DICK,KEEP,1,H,150,60,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC4,,,DICK,KEEP,1,H,160,75,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC4,,,EAME,KEEP,1,H,155,275,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC4,,,EAME,KEEP,1,H,220,290,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC4,,,EAME,KEEP,1,H,170,300,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC4,,,GRSP,KEEP,1,H,280,110,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC4,,,DICK,KEEP,2,H,165,175,,,Cluster
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC4,,,DICK,KEEP,1,H,290,225,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC4,,,NOMO,KEEP,1,H,285,250,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC4,,,EAME,KEEP,1,S,155,115,,Flyover,Flyby
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC4,,,EUST,KEEP,3,S,150,175,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC4,,,DICK,KEEP,1,H,80,90,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC4,,,BARS,KEEP,1,S,265,75,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC4,,,BARS,KEEP,1,S,290,350,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,EAME,KEEP,1,H,185,200,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,DICK,KEEP,1,H,175,100,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,BHCO,KEEP,2,S,10,250,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,DICK,KEEP,1,H,90,140,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,EAME,KEEP,1,H,225,230,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,DICK,KEEP,1,H,80,140,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,DICK,KEEP,1,H,355,100,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,DICK,KEEP,1,S,125,100,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,DICK,KEEP,1,H,30,75,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,STFL,KEEP,1,H,300,125,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,GRSP,KEEP,1,H,340,65,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,EUCD,KEEP,1,S,200,250,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,GRSP,KEEP,1,H,165,60,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,EUST,KEEP,1,S,10,350,,Flyover,flyby
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,DICK,KEEP,1,S,5,200,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,CLSW,KEEP,4,S,280,135,,Flyover,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC8,,,NOBO,KEEP,1,H,155,250,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC12,,,DICK,KEEP,1,H,100,45,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC12,,,DICK,KEEP,1,H,155,90,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC12,,,EAME,KEEP,1,H,190,200,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC12,,,EAME,KEEP,1,H,280,185,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC12,,,DICK,KEEP,1,H,220,110,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC12,,,RWBL,KEEP,1,S,195,65,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC12,,,DICK,KEEP,1,S,185,70,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC12,,,CLSW,KEEP,2,S,300,120,,Flyover,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC12,,,CLSW,KEEP,15,S,40,115,,Flyover,Under bridge
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC12,,,RWBL,KEEP,1,S,200,135,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC12,,,BHCO,KEEP,1,H,200,120,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC12,,,RWBL,KEEP,1,S,125,180,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC12,,,EAME,KEEP,1,H,260,125,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC12,,,RWBL,KEEP,2,S,190,130,,,
6/10/2013,JDR,Grazingland Res Lab,GRLB-PC12,,,DICK,KEEP,2,S,250,155,,Flyover,flying together into wheat
6/11/2013,JDR,Sandy Sanders WMA,SAND-PC3,,,WEME,KEEP,1,H,190,325,,,
6/11/2013,JDR,Sandy Sanders WMA,SAND-PC3,,,NOBO,KEEP,1,H,190,350,,,
6/11/2013,JDR,Sandy Sanders WMA,SAND-PC3,,,STFL,KEEP,1,H,195,300,,,
6/11/2013,JDR,Sandy Sanders WMA,SAND-PC3,,,MODO,KEEP,1,H,125,280,,,
6/11/2013,JDR,Sandy Sanders WMA,SAND-PC3,,,LASP,KEEP,1,H,100,145,,,
6/11/2013,JDR,Sandy Sanders WMA,SAND-PC3,,,CONI,KEEP,1,H,115,400,,,
6/11/2013,JDR,Sandy Sanders WMA,SAND-PC3,,,CASP,KEEP,1,H,100,200,,,
6/11/2013,JDR,Sandy Sanders WMA,SAND-PC3,,,NOMO,KEEP,1,H,165,385,,,
6/11/2013,JDR,Sandy Sanders WMA,SAND-PC3,,,HOLA,KEEP,1,H,255,150,,,
6/11/2013,JDR,Sandy Sanders WMA,SAND-PC3,,,GRSP,KEEP,1,S,260,75,,,
6/11/2013,JDR,Sandy Sanders WMA,SAND-PC3,,,GRSP,KEEP,1,S,80,50,,,
6/11/2013,JDR,Sandy Sanders WMA,SAND-PC3,,,WEME,KEEP,1,H,25,150,,,
6/11/2013,JDR,Sandy Sanders WMA,SAND-PC3,,,GRSP,KEEP,1,S,65,55,,,
6/11/2013,JDR,Sandy Sanders WMA,SAND-PC3,,,BARS,KEEP,2,S,85,170,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC1,,,DICK,KEEP,1,H,310,55,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC1,,,DICK,KEEP,1,H,200,45,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC1,,,NOMO,KEEP,1,H,185,100,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC1,,,DICK,KEEP,1,S,120,110,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC1,,,UNKNOWN,KEEP,2,S,155,150,,,Med. Size (DICK?)
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC1,,,DICK,KEEP,1,H,5,90,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC1,,,RBWO,KEEP,1,H,105,110,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC1,,,DICK,KEEP,1,S,210,25,A,,Female 'tink'ing
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC1,,,BHCO,KEEP,1,S,45,120,,,with cows
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC1,,,MODO,KEEP,1,S,120,110,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC1,,,GRSP,KEEP,1,S,30,100,A,,chased GRSP below
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC1,,,GRSP,KEEP,1,S,45,150,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC1,,,swallow sp.,KEEP,1,S,55,180,,,UNID
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC1,,,CLSW,KEEP,1,S,160,75,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC1,,,OROR,KEEP,1,H,105,105,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC3,,,DICK,KEEP,1,S,175,40,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC3,,,EAME,KEEP,1,H,160,100,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC3,,,BARS,KEEP,1,S,220,110,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC3,,,BHCO,KEEP,1,S,100,70,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC3,,,DICK,KEEP,1,S,95,75,A,,Chased BHCO above
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC3,,,CLSW,KEEP,2,S,55,90,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC3,,,CLSW,KEEP,15,S,220,425,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC3,,,RTHA,KEEP,1,S,130,450,,Flyover,soaring low
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC3,,,STFL,KEEP,2,H,190,35,A,,"heard, then seen fighting"
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC3,,,STFL,KEEP,1,H,300,85,A,,response to above ^
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC3,,,DICK,KEEP,1,H,160,100,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC3,,,STFL,KEEP,1,S,175,90,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC3,,,LASP,KEEP,2,S,20,65,P,,Pair
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,DICK,KEEP,1,H,190,85,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,CLSW,KEEP,1,S,200,100,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,NOMO,KEEP,1,H,230,150,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,NOCA,KEEP,1,H,260,125,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,NOMO,KEEP,1,S,185,65,CF,,CF
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,EAME,KEEP,1,H,175,115,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,EAME,KEEP,1,S,170,85,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,MODO,KEEP,1,S,180,120,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,EAME,KEEP,1,H,295,110,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,DICK,KEEP,1,S,260,20,,Flyover,Flew over
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,DICK,KEEP,1,S,270,10,,Flyover,Flew over
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,MODO,KEEP,1,S,5,95,,Flyover,Flyby
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,STFL,KEEP,1,S,220,110,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,BHCO,KEEP,1,S,210,25,,Flyover,Flew over
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,STFL,KEEP,2,S,25,150,A,,Fighting
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,EAME,KEEP,1,H,55,115,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,NOMO,KEEP,1,H,195,125,,,
6/13/2013,JDR,Pennsylvania Ave (nr. KAEFS),PENN-PC5,,,BHCO,KEEP,1,S,215,110,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,MODO,KEEP,1,S,30,150,,Flyover,F
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,BLGR,KEEP,1,H,0,80,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,HOLA,KEEP,1,H,180,150,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,WEME,KEEP,1,H,210,200,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,LBCU,KEEP,6,S,170,200,,Flyover,F
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,HOLA,KEEP,1,H,85,125,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,LASP,KEEP,1,H,175,130,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,LBCU,KEEP,1,S,220,140,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,LBCU,KEEP,2,S,235,250,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,WEME,KEEP,1,H,250,300,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,MALL,KEEP,2,S,125,150,P,Flyover,"F, pair"
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,LBCU,KEEP,2,S,115,175,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,WEME,KEEP,1,H,100,250,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,WEME,KEEP,1,H,80,225,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,LASP,KEEP,1,S,270,120,,,On road
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,BLGR,KEEP,1,H,85,90,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,HOLA,KEEP,1,H,200,175,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,CHRA,KEEP,1,S,285,450,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC22,,,LBCU,KEEP,3,H,135,380,,Landed,"Flew in, landed"
6/29/2013,JDR,Rita Blanca NG,RBNG-PC24,,,HOLA,KEEP,1,S,40,85,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC24,,,HOLA,KEEP,2,H,60,90,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC24,,,HOLA,KEEP,1,H,350,75,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC24,,,CONI,KEEP,1,S,170,200,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC24,,,CONI,KEEP,1,H,210,170,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC24,,,HOLA,KEEP,1,H,150,100,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC24,,,HOLA,KEEP,1,H,125,80,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC24,,,HOLA,KEEP,2,S,295,140,,,
6/29/2013,JDR,Rita Blanca NG,RBNG-PC24,,,CLSW,KEEP,2,S,315,145,,,
