Date,Observer,Location,Transect,Point,OldPointNames,Longitude,Latitude,OriginalSpreadsheetName,Response,Cell,ClosestDistance,AngleOfClosestDistance,Strongest_behavior,Sex,DS_DistantSong_1,CN_Chip_notes_2,CS_CounterSong_3,CD_CounteredDisplay_4,APB_ApproachingPlayback_5,CPB_CirclingPlayback_6,ACS_AggressiveCounterSong_7
6/27/2014,Tory,Rita Blanca,F,1,,36.5033,-102.64365,Rita Blanca 8x8,1,"Silent CPB 270, 10m then CN into ACS/CD (eigth territory, in patch of unusual vegetation)",10,270,7,M,,10,,10,,10,10
6/27/2014,Tory,Rita Blanca,G,1,,36.50242,-102.64365,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,H,1,,36.50154,-102.64365,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,A,2,,36.50763,-102.6448,Rita Blanca 8x8,1,"APB, CPB S to W to N to E landed on yucca 160, 10m then aggressive CN (second territory)",10,160,6,M,,10,,,10,10,
6/27/2014,Tory,Rita Blanca,B,2,,36.50675,-102.6448,Rita Blanca 8x8,1,"CN 90, 40m on yucca",40,90,2,UNK,,40,,,,,
6/27/2014,Tory,Rita Blanca,C,2,,36.50587,-102.6448,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,D,2,,36.505,-102.6448,Rita Blanca 8x8,1,"CD 90, 80m (x3)                                  Pair seen then ACS in mot 160, 50m (seventh territory)",50,160,7,PAIR,,,,80,,,50
6/27/2014,Tory,Rita Blanca,E,2,,36.50412,-102.6448,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,F,2,,36.5033,-102.6448,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,G,2,,36.50242,-102.6448,Rita Blanca 8x8,1,"Silent CPB S to E 180, 15m then aggressive CN landed 300, 30m (ninth territory)",15,180,6,M,,30,,,,15,
6/27/2014,Tory,Rita Blanca,H,2,,36.50154,-102.6448,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,A,3,,36.50763,-102.64594,Rita Blanca 8x8,1,CN (A2 CASP),NA,NA,2,UNK,,9999,,,,,
6/27/2014,Tory,Rita Blanca,B,3,,36.50675,-102.64594,Rita Blanca 8x8,1,"CN 0, 10m on yucca then CPB 100, 5m on yucca                                        Met second CASP flew to 180, 35m",5,100,6,M,,10,,,,5,
6/27/2014,Tory,Rita Blanca,C,3,,36.50587,-102.64594,Rita Blanca 8x8,1,"CN 25, 30m on yucca",30,25,2,UNK,,30,,,,,
6/27/2014,Tory,Rita Blanca,D,3,,36.505,-102.64594,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,E,3,,36.50412,-102.64594,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,F,3,,36.5033,-102.64594,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,G,3,,36.50242,-102.64594,Rita Blanca 8x8,1,"CASP seen 200, 100m in mot of yucca",100,200,0,UNK,,,,,,,
6/27/2014,Tory,Rita Blanca,H,3,,36.50154,-102.64594,Rita Blanca 8x8,1,CN (H4 CASP),NA,NA,2,M,,9999,,,,,
6/27/2014,Tory,Rita Blanca,A,4,,36.50763,-102.64709,Rita Blanca 8x8,1,"CN 5, 50m no bird seen",50,5,2,UNK,,50,,,,,
6/27/2014,Tory,Rita Blanca,B,4,,36.50675,-102.64709,Rita Blanca 8x8,1,"Silent flight landed in grass 285, 25m ",25,285,0,UNK,,,,,,,
6/27/2014,Tory,Rita Blanca,C,4,,36.50587,-102.64709,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,D,4,,36.505,-102.64709,Rita Blanca 8x8,1,"APB/CPB 200, 15m then CN into ACS (D5 CASP, sixth territory)",15,200,7,M,,15,,,15,15,15
6/27/2014,Tory,Rita Blanca,E,4,,36.50412,-102.64709,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,F,4,,36.5033,-102.64709,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,G,4,,36.50242,-102.64709,Rita Blanca 8x8,1,"CN/APB 90, 10m on milkweed then flew to 180, 5m                                             Flew to territory 270, 40m (tenth territory)",5,180,5,M,,10,,,10,,
6/27/2014,Tory,Rita Blanca,H,4,,36.50154,-102.64709,Rita Blanca 8x8,1,"CN 0, 15m on yucca then CPB N to W 90, 20m and ACS on yucca",15,0,7,M,,15,,,,20,20
6/27/2014,Tory,Rita Blanca,A,5,,36.50763,-102.64822,Rita Blanca 8x8,1,"ACS/CD 45, 150m (A4 CASP, third territory)                         CD 270, 100m (x2, CS prior, fourth territory) ",100,270,7,M,,,100,100,,,100
6/27/2014,Tory,Rita Blanca,B,5,,36.50675,-102.64822,Rita Blanca 8x8,1,"CN 355, 10m on dead yucca then ACS 280, 20m ",10,355,7,M,,10,,,,,20
6/27/2014,Tory,Rita Blanca,C,5,,36.50587,-102.64822,Rita Blanca 8x8,1,"Quiet CN 270, 15m on yucca (B5 CASP)",15,270,2,M,,15,,,,,
6/27/2014,Tory,Rita Blanca,D,5,,36.505,-102.64822,Rita Blanca 8x8,1,"CS 90, 70m on yucca",70,90,3,M,,,70,,,,
6/27/2014,Tory,Rita Blanca,E,5,,36.50412,-102.64822,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,F,5,,36.5033,-102.64822,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,G,5,,36.50242,-102.64822,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,H,5,,36.50154,-102.64822,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,A,6,,36.50763,-102.64937,Rita Blanca 8x8,1,"CD 270, 15m then CPB W to S 180, 20m (second A5 CASP)",15,270,6,M,,,,15,,20,
6/27/2014,Tory,Rita Blanca,B,6,,36.50675,-102.64937,Rita Blanca 8x8,1,"CN 270, 10m                      CPB 180, 15m on yucca then ACS/CD (fifth territory)",10,270,7,M,,10,,15,,,15
6/27/2014,Tory,Rita Blanca,C,6,,36.50587,-102.64937,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,D,6,,36.505,-102.64937,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,E,6,,36.50412,-102.64937,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,F,6,,36.5033,-102.64937,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,G,6,,36.50242,-102.64937,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,H,6,,36.50154,-102.64937,Rita Blanca 8x8,1,"Pair 360, 15m on yucca",15,0,0,PAIR,,,,,,,
6/27/2014,Tory,Rita Blanca,A,7,,36.50763,-102.65051,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,B,7,,36.50675,-102.65051,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,C,7,,36.50587,-102.65051,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,D,7,,36.505,-102.65051,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,E,7,,36.50412,-102.65051,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,F,7,,36.5033,-102.65051,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,G,7,,36.50242,-102.65051,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,H,7,,36.50154,-102.65051,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,A,8,,36.50763,-102.65166,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,B,8,,36.50675,-102.65166,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,C,8,,36.50587,-102.65166,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,D,8,,36.505,-102.65166,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,E,8,,36.50412,-102.65166,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,F,8,,36.5033,-102.65166,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,G,8,,36.50242,-102.65166,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/27/2014,Tory,Rita Blanca,H,8,,36.50154,-102.65166,Rita Blanca 8x8,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,A,1,,36.79786,-99.33394,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,A,2,,36.79786,-99.33282,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,A,3,,36.79786,-99.3317,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,A,4,,36.79786,-99.33057,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,A,5,,36.79786,-99.32945,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,A,6,,36.79786,-99.32833,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,B,1,,36.79696,-99.33394,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,B,2,,36.79696,-99.33282,Selman 6x6,1,"CN to AFC 180, 20m",20,180,7,M,,20,,,,,20
6/18/2014,Tory,Selman Ranch,B,3,,36.79696,-99.3317,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,B,4,,36.79696,-99.33057,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,B,5,,36.79696,-99.32945,Selman 6x6,0,"No response                                  DS 180, 100m+",100,180,1,M,100,,,,,,
6/18/2014,Tory,Selman Ranch,B,6,,36.79696,-99.32833,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,C,1,,36.79606,-99.33394,Selman 6x6,1,"CN, CPB from 0, 30m to 180, 50m                         Possible female",30,0,6,M,,30,,,,30,
6/18/2014,Tory,Selman Ranch,C,2,,36.79606,-99.33282,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,C,3,,36.79606,-99.3317,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,C,4,,36.79606,-99.33057,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,C,5,,36.79606,-99.32945,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,C,6,,36.79606,-99.32833,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,D,1,,36.79616,-99.33394,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,D,2,,36.79616,-99.33282,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,D,3,,36.79616,-99.3317,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,D,4,,36.79616,-99.33057,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,D,5,,36.79616,-99.32945,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,D,6,,36.79616,-99.32833,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,E,1,,36.79426,-99.33394,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,E,2,,36.79426,-99.33282,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,E,3,,36.79426,-99.3317,Selman 6x6,1,"DS 90, 100m+ (x3)",100,90,1,M,100,,,,,,
6/18/2014,Tory,Selman Ranch,E,4,,36.79426,-99.33057,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,E,5,,36.79426,-99.32945,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,E,6,,36.79426,-99.32833,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,F,1,,36.79335,-99.33394,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,F,2,,36.79335,-99.33282,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,F,3,,36.79335,-99.3317,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,F,4,,36.79335,-99.33057,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,F,5,,36.79335,-99.32945,Selman 6x6,0,No response,,,,,,,,,,,
6/18/2014,Tory,Selman Ranch,F,6,,36.79335,-99.32833,Selman 6x6,1,"CD 90, 40m",40,90,4,M,,,,40,,,
