Date,Observer,Location,Point,StandardizedLocationName,LocalSurveyName,Species,Quantity,Heard/Seen,Angle (deg),Distance (m),Breeding Code,Flyover,Notes
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,EAME,1,H ,45,105,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,KILL,1,H,50,100,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,WEKI,1,S,90,120,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,BARS,12,S,95,110,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,LASP,1,H,240,65,,,fence
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,TUVU,2,S,270,120,,Flyover,flying
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,EAME,1,H,310,200,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,CAEG,1,S,85,130,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,SNEG,1,S,8,145,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC18,,,LASP,1,H,15,35,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC18,,,CAEG,1,S,170,170,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC18,,,EAPH,1,H,0,70,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC18,,,NOMO,1,H,45,90,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC18,,,CLSW,2,H,90,60,,Flyover,flying
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC18,,,NOCA,1,H,110,210,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC18,,,PABU,1,H,5,70,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC18,,,NOBO,1,H,180,230,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC18,,,MODO,1,H,300,175,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC18,,,DICK,2,H,270,85,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC18,,,CLSW,4,H,0,40,,Flyover,flying
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC18,,,BGGN,1,S,10,70,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC18,,,LASP,2,S,310,60,,,on fence
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC22,,,EAME,1,H ,0,70,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC22,,,CAEG,3,S,60,85,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC22,,,EAME,1,S,170,45,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC22,,,MODO,1,S,15,90,,Flyover,flyby
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC22,,,EAME,1,S,0,110,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC22,,,CAEG,1,S,110,245,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC22,,,AMCR,1,H,180,130,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC22,,,EAME,1,H,0,40,,,then seen close
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC22,,,EAME,1,S,275,85,,Flyover,landed nearby
6/23/13,MDF,Meers,MEER-PC2,,,CAEG,3,S,5,230,,Flyover,flying
6/23/13,MDF,Meers,MEER-PC2,,,CAEG,25,S,0,190,,Flyover,flying
6/23/13,MDF,Meers,MEER-PC2,,,CAEG,10,S,270,210,,Flyover,flying
6/23/13,MDF,Meers,MEER-PC2,,,LASP,1,S,340,15,,,on road
6/23/13,MDF,Meers,MEER-PC2,,,LASP,1,H,190,75,,,
6/23/13,MDF,Meers,MEER-PC2,,,NOBO,1,H,250,185,,,
6/23/13,MDF,Meers,MEER-PC2,,,CLSW,10,S,15,100,,Flyover,flying in group
6/23/13,MDF,Meers,MEER-PC2,,,CAEG,3,S,270,300,,Flyover,flying
6/23/13,MDF,Meers,MEER-PC2,,,CAEG,4,S,0,185,,Flyover,flying
6/23/13,MDF,Meers,MEER-PC2,,,BHCO,1,H,45,70,,,
6/23/13,MDF,Meers,MEER-PC2,,,EAME,1,H,260,135,,,
6/23/13,MDF,Meers,MEER-PC2,,,EABL,1,H,250,100,,,
6/23/13,MDF,Meers,MEER-PC2,,,CAEG,15,S,0,120,,Flyover,flying
6/23/13,MDF,Meers,MEER-PC6,,,CAEG,1,S,340,25,,,
6/23/13,MDF,Meers,MEER-PC6,,,CAEG,5,S,90,240,,,
6/23/13,MDF,Meers,MEER-PC6,,,DICK,1,H,0,70,,,
6/23/13,MDF,Meers,MEER-PC6,,,EAME,1,H,90,110,,,
6/23/13,MDF,Meers,MEER-PC6,,,CAEG,6,S,180,85,,Flyover,flyover
6/23/13,MDF,Meers,MEER-PC6,,,LASP,1,H,200,60,,,
6/23/13,MDF,Meers,MEER-PC6,,,BARS,1,S,270,55,,,
6/23/13,MDF,Meers,MEER-PC6,,,WEKI,1,S,0,70,,,on road eating bug
6/23/13,MDF,Meers,MEER-PC6,,,TUVU,1,S,15,40,,Flyover,flyover
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC1,,,CLSW,4,S,0,55,,Flyover,flying around
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC1,,,RWBL,2,H,320,70,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC1,,,AMCR,1,H,170,120,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC1,,,AMCR,1,H,270,210,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC1,,,DICK,1,H,5,60,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC1,,,DICK,1,H,310,80,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC1,,,DICK,1,H,310,45,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC1,,,DICK,1,H,90,65,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC1,,,NOBO,1,H,230,310,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC1,,,EAME,1,H,90,110,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC1,,,LASP,1,H,100,60,,Flyover,flyover
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC1,,,DICK,2,H,5,25,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC1,,,RWBL,1,H,0,70,,Flyover,flyover
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC2,,,EAME,2,H,280,95,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC2,,,DICK,1,H,90,50,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC2,,,DICK,1,H,310,100,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC2,,,DICK,1,H,300,90,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC2,,,DICK,1,H,260,75,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC2,,,CLSW,15,S,180,60,,Flyover,flying
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC2,,,KILL,1,S,0,80,,,flushed
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC2,,,COYE,1,H,200,45,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC2,,,NOBO,1,H,180,300,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC2,,,RWBL,2,H,180,205,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC2,,,Heron,2,S,0,220,,Flyover,landing in distance
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC2,,,DICK,2,H,5,100,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC2,,,LASP,1,S,350,50,,Flyover,flyby
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC3,,,UPSA,1,S,270,110,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC3,,,GBHE,1,S,285,90,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC3,,,DICK,1,H,340,75,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC3,,,DICK,1,H,15,60,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC3,,,CLSW,45,S,0,55,,Flyover,flying
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC3,,,DICK,2,H,0,80,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC3,,,EAME,2,H,330,75,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC3,,,EAME,1,H,275,105,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC3,,,EAME,1,H,90,200,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC3,,,DICK,1,H,90,15,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC3,,,DICK,2,H,180,75,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC3,,,DICK,1,H,210,50,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC3,,,DICK,1,H,0,135,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC5,,,CLSW,20,H,5,60,,Flyover,flying
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC5,,,CONI,1,S,270,40,,,perched
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC5,,,DICK,1,H,90,90,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC5,,,DICK,1,H,180,105,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC5,,,DICK,2,H,340,53,P,,"on fence, pair"
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC5,,,EAME,2,H,310,65,,,on fence
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC5,,,BHCO,1,H,270,85,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC5,,,GRSP,1,H,210,130,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC5,,,EAME,1,H,45,190,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC5,,,EAME,1,H,180,100,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC5,,,UPSA,1,H,180,150,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC5,,,DICK,1,H,0,95,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC5,,,GRSP,1,H,350,75,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC6,,,DICK,1,H,90,45,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC6,,,DICK,1,H,330,45,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC6,,,DICK,1,H,95,80,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC6,,,DICK,1,H,95,105,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC6,,,EAME,1,H,180,210,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC6,,,DICK,1,H,0,85,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC6,,,EAME,2,H,185,205,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC6,,,CLSW,15,H,5,40,,Flyover,flying by bridge
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC6,,,DICK,1,H,180,70,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC6,,,MODO,2,H,5,100,,,on fence
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC6,,,DICK,1,H,260,55,,,on fence
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC6,,,BHCO,1,H,95,115,,Flyover,flying
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC6,,,DICK,1,H,0,90,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC6,,,EAME,1,H,0,55,,,on road
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC7,,,DICK,2,H,90,65,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC7,,,DICK,1,H,180,50,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC7,,,GRSP,2,H,180,55,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC7,,,DICK,1,H,15,75,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC7,,,DICK,1,H,205,90,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC7,,,EAME,2,H,0,100,,Flyover,flying
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC7,,,EAME,1,H,185,210,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC7,,,EAME,1,H,260,80,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC7,,,UPSA,1,H,270,135,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC7,,,GRSP,1,H,270,45,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC7,,,DICK,2,H,90,90,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC7,,,EAME,3,H,0,75,,,on fence
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC7,,,CLSW,10,S,5,40,,Flyover,flying
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC7,,,DICK,2,S,185,105,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC7,,,DICK,3,H,15,65,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC7,,,CONI,1,S,350,60,,,on fence
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC8,,,DICK,1,S,340,45,,,on fence
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC8,,,DICK,1,H,265,80,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC8,,,EAME,3,H,0,70,,,then seen flying away
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC8,,,GRSP,1,H,80,50,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC8,,,GRSP,1,H,90,55,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC8,,,CONI,1,S,0,120,,Flyover,flying
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC8,,,DICK,1,H,95,65,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC8,,,EAME,1,H,95,150,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC8,,,EAME,1,H,275,110,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC8,,,DICK,1,H,180,100,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC8,,,BHCO,1,S,0,40,,,on fence
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC8,,,EAME,2,S,270,50,,Landed,landed on fence
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC8,,,DICK,2,S,310,50,,,on fence
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC9,,,BHCO,1,H,195,10,,,on fence
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC9,,,CLSW,15,H,300,60,,Flyover,flying
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC9,,,DICK,1,H,180,70,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC9,,,COGR,1,H,270,35,,,on wire
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC9,,,EAME,2,H,250,100,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC9,,,DICK,1,H,330,35,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC9,,,DICK,1,H,0,55,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC9,,,DICK,1,H,90,70,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC9,,,EAME,1,S,230,130,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC9,,,EAME,1,S,270,300,,,distant
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC9,,,DICK,1,H,285,60,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC9,,,EAME,1,H,95,70,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC9,,,EAME ,1,S,100,110,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC9,,,GRSP,1,H,90,65,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC9,,,DICK,1,H,45,45,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC9,,,EAME,1,S,0,100,,,on wire
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC10,,,DICK,1,H,180,60,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC10,,,DICK,1,H,200,90,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC10,,,GRSP,1,H,270,10,,,on fence
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC10,,,DICK,1,H,20,70,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC10,,,DICK,1,H,45,105,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC10,,,EAME,1,H,270,125,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC10,,,DICK,1,H,90,90,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC10,,,EAME,1,H,90,105,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC10,,,DICK,1,H,180,45,,,on wire
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC10,,,CLSW,2,S,195,55,,Flyover,flying
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC10,,,EAME,1,H,180,75,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC10,,,RWBL,1,H,5,60,,Flyover,flying
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC10,,,LASP,1,S,190,50,,Flyover,flyover
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC10,,,UPSA,1,H,240,155,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC10,,,STFL,1,S,0,30,,,on fence
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC11,,,CLSW,15,S,0,40,,Flyover,flying
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC11,,,EAME,2,S,90,95,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC11,,,DICK,1,H,90,70,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC11,,,DICK,1,H,370,55,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC11,,,DICK,2,H,180,25,,,on fence
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC11,,,GRSP,1,H,270,15,,,on fence
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC11,,,DICK,1,H,0,75,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC11,,,DICK,1,H,110,80,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC11,,,STFL,1,H,120,100,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC11,,,DICK,1,H,270,65,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC11,,,DICK,2,H,5,95,,,
7/8/13,MDF,Tallgrass Prairie Preserve,TGPP-PC11,,,EAME,1,H,150,105,,,
06/18/14,RFF,Cimarron Hills,PC03,,,NOBO,1,H,45,80,S,,
06/18/14,RFF,Cimarron Hills,PC03,,,EAME,1,H,190,120,S,,wind picked up
06/18/14,RFF,Cimarron Hills,PC03,,,RWBL,1,H,90,200,S,,lake east of me
06/18/14,RFF,Cimarron Hills,PC03,,,LASP,1,H,30,140,S,,
06/18/14,RFF,Cimarron Hills,PC03,,,CONI,1,H,40,250,S,,H/S.  NIHA- CONI?
06/18/14,RFF,Cimarron Hills,PC03,,,NOBO,1,H,90,140,S,,
06/18/14,RFF,Cimarron Hills,PC03,,,EAME,1,H,70,200,S,,
06/18/14,RFF,Cimarron Hills,PC04,,,LASP,1,H,300,80,S,,
06/18/14,RFF,Cimarron Hills,PC04,,,CASP,1,H,80,100,S,,
06/18/14,RFF,Cimarron Hills,PC04,,,LASP,1,H,270,80,S,,
06/18/14,RFF,Cimarron Hills,PC04,,,CASP,1,H,180,90,S,,
06/18/14,RFF,Cimarron Hills,PC04,,,flycatcher sp,1,S,40,200,,Flyover,
06/18/14,RFF,Cimarron Hills,PC04,,,KILL,1,H,270,300,S,,
06/18/14,RFF,Cimarron Hills,PC04,,,KILL,1,S,50,100,,Flyover,
06/18/14,RFF,Cimarron Hills,PC04,,,LASP,1,H,50,140,S,,
06/18/14,RFF,Cimarron Hills,PC06,,,FISP,1,H,180,80,S,,
06/18/14,RFF,Cimarron Hills,PC06,,,LASP,1,H,90,80,S,,
06/18/14,RFF,Cimarron Hills,PC06,,,TUVU,1,S,90,200,,Flyover,
06/18/14,RFF,Cimarron Hills,PC06,,,CASP,1,H,270,150,S,,
06/18/14,RFF,Cimarron Hills,PC06,,,WEME,1,H,270,180,S,,
06/18/14,RFF,Cimarron Hills,PC06,,,CASP,1,H,180,100,S,,
06/18/14,RFF,Cimarron Hills,PC06,,,WEME,1,H,140,120,S,,
06/18/14,RFF,Cimarron Hills,PC08,,,RWBL,1,H,350,40,,Flyover,
06/18/14,RFF,Cimarron Hills,PC08,,,WEME,1,H,350,70,S,,
06/18/14,RFF,Cimarron Hills,PC08,,,CONI,1,H,180,200,S,,H/S.  NIHA- CONI?
06/18/14,RFF,Cimarron Hills,PC08,,,COGR,1,S,40,120,,Landed,Perched on tree
06/18/14,RFF,Cimarron Hills,PC08,,,SCQU,1,S,0,80,,,crossed road
06/18/14,RFF,Cimarron Hills,PC11,,,LASP,1,H,180,40,S,,
06/18/14,RFF,Cimarron Hills,PC11,,,OROR,1,S,0,40,,Flyover,
06/18/14,RFF,Cimarron Hills,PC11,,,LASP,1,H,340,35,S,,
06/18/14,RFF,Cimarron Hills,PC11,,,LASP,1,S,250,60,,Landed,Perch on tel wire
06/18/14,RFF,Cimarron Hills,PC11,,,LASP,1,S,180,40,,Landed,Perch on tree
06/18/14,RFF,Cimarron Hills,PC11,,,NOBO,1,H,0,50,S,,
06/18/14,RFF,Cimarron Hills,PC11,,,LASP,1,H,0,60,S,,
06/18/14,RFF,Cimarron Hills,PC11,,,CASP,1,H,30,80,S,,H/S
06/18/14,RFF,Cimarron Hills,PC10,,,WEME,1,H,180,100,S,,
06/18/14,RFF,Cimarron Hills,PC10,,,LASP,1,S,110,40,,Landed,perched on tel wire
06/18/14,RFF,Cimarron Hills,PC10,,,LASP,1,S,240,100,,Landed,perched on tel wire
06/18/14,RFF,Cimarron Hills,PC10,,,LASP,1,S,70,100,,Landed,perch on fence
06/18/14,RFF,Cimarron Hills,PC10,,,WEME,1,H,220,140,S,,
06/18/14,RFF,Cimarron Hills,PC10,,,LASP,2,S,110,40,,Landed,perched on t wire to join first LASP
06/18/14,RFF,Cimarron Hills,PC10,,,LASP,1,H,190,80,S,,
06/18/14,RFF,Cimarron Hills,PC10,,,NOBO,1,H,300,140,S,,
06/18/14,RFF,Cimarron Hills,PC10,,,GRSP,1,H,60,140,S,,
06/08/14,JNH,Cimarron Hills,PC02,,,CASP,1,H,SW,150,S,,
06/08/14,JNH,Cimarron Hills,PC02,,,CASP,1,H,W,150,S,,
06/08/14,JNH,Cimarron Hills,PC02,,,CASP,1,H,NW,100,S,,
06/08/14,JNH,Cimarron Hills,PC02,,,NOBO,1,H,E,100,S,,
06/08/14,JNH,Cimarron Hills,PC02,,,NOBO,1,H,W,75,S,,
06/08/14,JNH,Cimarron Hills,PC02,,,CASP,1,H,SE,150,S,,
06/08/14,JNH,Cimarron Hills,PC02,,,NOMO,1,S,N,70,,Flyover,
06/08/14,JNH,Cimarron Hills,PC02,,,CONI,1,H,N,70,S,Flyover,
06/08/14,JNH,Cimarron Hills,PC02,,,NOBO,1,H,W,80,S,,
06/08/14,JNH,Cimarron Hills,PC02,,,MODO,1,H,W,75,S,,
06/08/14,JNH,Cimarron Hills,PC02,,,TUVU,1,S,E,250,,Flyover,
06/08/14,JNH,Cimarron Hills,PC02,,,NOMO,1,H,S,200,S,,
06/08/14,JNH,Cimarron Hills,PC02,,,FISP,1,H,S,150,S,,
06/08/14,JNH,Cimarron Hills,PC07,,,EAKI,1,S,S,15,,,
06/08/14,JNH,Cimarron Hills,PC07,,,WEME,1,H,S,35,S,,clucking
06/08/14,JNH,Cimarron Hills,PC07,,,WEME,1,H,S,150,S,,
06/08/14,JNH,Cimarron Hills,PC07,,,TUVU,1,S,E,200,S,,
06/08/14,JNH,Cimarron Hills,PC07,,,WEME,1,H,N,250,S,,
06/08/14,JNH,Cimarron Hills,PC07,,,NOBO,1,H,S,75,S,,
06/08/14,JNH,Cimarron Hills,PC07,,,CASP,1,H,S,150,S,,
06/08/14,JNH,Cimarron Hills,PC07,,,MODO,1,S,N,70,,,
06/08/14,JNH,Cimarron Hills,PC07,,,CASP,1,H,NW,150,S,,
06/08/14,JNH,Cimarron Hills,PC07,,,LASP,2,S,W,150,,,
06/08/14,JNH,Cimarron Hills,PC07,,,LASP,1,H,S,100,S,,
06/08/14,JNH,Cimarron Hills,PC07,,,WEME,1,H,NE,150,S,,
06/08/14,JNH,Cimarron Hills,PC07,,,CASP,1,H,SE,150,S,,
06/08/14,JNH,Cimarron Hills,PC07,,,MODO,2,S,W,100,,Flyover,
06/08/14,JNH,Cimarron Hills,PC05,,,STFL,2,S,W,50,P,,Pair
06/08/14,JNH,Cimarron Hills,PC05,,,NOMO,1,S,S,50,,Landed,
06/08/14,JNH,Cimarron Hills,PC05,,,WEME,1,H,W,40,S,,
06/08/14,JNH,Cimarron Hills,PC05,,,CASP,1,H,SW,150,S,,
06/08/14,JNH,Cimarron Hills,PC05,,,CASP,1,H,NE,150,S,,
06/08/14,JNH,Cimarron Hills,PC05,,,WEME,1,H,NW,150,S,,
06/08/14,JNH,Cimarron Hills,PC05,,,LASP,1,H,NW,150,S,,
06/08/14,JNH,Cimarron Hills,PC05,,,CASP,1,H,W,200,S,,
06/08/14,JNH,Cimarron Hills,PC05,,,CASP,1,H,SE,125,S,,
06/08/14,JNH,Cimarron Hills,PC05,,,LASP,1,H,E,200,S,,
06/08/14,JNH,Cimarron Hills,PC05,,,NOBO,1,H,W,150,S,,
06/08/14,JNH,Cimarron Hills,PC05,,,NOBO,1,H,SE,200,S,,
06/08/14,JNH,Cimarron Hills,PC05,,,LASP,1,S,W,75,S,,
06/08/14,JNH,Cimarron Hills,PC05,,,MODO,1,S,S,50,,Landed,
06/08/14,JNH,Cimarron Hills,PC09,,,WEME,1,H,W,50,,,clucking
06/08/14,JNH,Cimarron Hills,PC09,,,NOBO,1,H,N,75,S,,
06/08/14,JNH,Cimarron Hills,PC09,,,WEME,1,H,NW,125,S,,
06/08/14,JNH,Cimarron Hills,PC09,,,LASP,1,S,NW,50,,,
06/08/14,JNH,Cimarron Hills,PC09,,,WEME,1,H,E,50,,,clucking
06/08/14,JNH,Cimarron Hills,PC09,,,STFL,1,S,S,100,,,sitting in tree
06/08/14,JNH,Cimarron Hills,PC09,,,LASP,1,H,E,100,S,,
