Date,Observer,Location,Point,StandardizedLocationName,LocalSurveyName,Species,Quantity,Heard/Seen,Angle (deg),Distance (m),Breeding Code,Flyover,Notes
6/29/13,MDF,Rita Blanca NG,RBNG-PC23,,,HOLA,2,H,180,40,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC23,,,WEKI,1,H,170,10,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC23,,,HOLA,1,H,45,60,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC23,,,Duck sp.,2,S,270,160,,Flyover,flyover pair
6/29/13,MDF,Rita Blanca NG,RBNG-PC23,,,WEME,1,H,350,145,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC23,,,CLSW,1,S,0,10,,Flyover,flyby
6/29/13,MDF,Rita Blanca NG,RBNG-PC23,,,CONI,1,H,50,100,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC25,,,BLGR,2,S,340,80,,,on fence
6/29/13,MDF,Rita Blanca NG,RBNG-PC25,,,WEME,1,H,0,115,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC25,,,HOLA,2,H,5,70,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC25,,,HOLA,1,H,180,85,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC25,,,RWBL,2,H,10,140,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC25,,,CASP,1,H,170,210,,,distant
6/29/13,MDF,Rita Blanca NG,RBNG-PC25,,,CONI,1,H,170,95,,Flyover,flying
6/29/13,MDF,Rita Blanca NG,RBNG-PC25,,,WEME,1,H,330,190,,,later seen
6/29/13,MDF,Rita Blanca NG,RBNG-PC25,,,MODO,3,S,50,230,,Flyover,flying
6/29/13,MDF,Rita Blanca NG,RBNG-PC25,,,HOLA,1,H,50,100,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC25,,,NOMO,1,H,90,120,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC27,,,WEME,1,H,180,100,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC27,,,HOLA,2,H,0,90,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC27,,,HOLA,1,H,75,75,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC27,,,WEME,1,H,170,170,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC27,,,WEME,1,H,95,55,,,on fence
6/29/13,MDF,Rita Blanca NG,RBNG-PC27,,,AMCR,1,S,270,210,,Flyover,flying
6/29/13,MDF,Rita Blanca NG,RBNG-PC27,,,RWBL,2,S,250,200,,Flyover,flying
6/29/13,MDF,Rita Blanca NG,RBNG-PC27,,,RWBL,2,S,0,15,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC27,,,HOLA,1,H,180,85,,,
6/29/13,MDF,Rita Blanca NG,RBNG-PC27,,,CASP,1,H,340,210,,,distant
6/29/13,MDF,Rita Blanca NG,RBNG-PC27,,,RWBL,1,H,350,65,,Flyover,flyover
6/29/13,MDF,Rita Blanca NG,RBNG-PC27,,,HOLA,1,H,290,70,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC12,,,HOLA,2,H,340,10,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC12,,,HOLA,1,H,90,50,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC12,,,WEME,1,H,85,85,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC12,,,SWHA,1,S,45,200,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC12,,,WEKI,1,S,180,40,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC12,,,HOSP,3,H,0,70,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC12,,,BUOW,1,S,310,130,,Flyover,hovering while hunting
6/30/13,MDF,Rita Blanca NG,RBNG-PC12,,,WEME,2,S,310,110,FY,,feeding 
6/30/13,MDF,Rita Blanca NG,RBNG-PC12,,,HOLA,3,S,170,55,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC12,,,HOLA,1,S,50,50,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC12,,,BUOW,1,S,175,120,,,perched on fence
6/30/13,MDF,Rita Blanca NG,RBNG-PC13,,,BUOW,1,S,0,50,,,on fence
6/30/13,MDF,Rita Blanca NG,RBNG-PC13,,,WEME,1,H,0,85,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC13,,,WEME,1,H,45,110,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC13,,,WEME,1,H,120,210,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC13,,,BARS,2,H,90,95,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC13,,,HOLA,2,H,180,75,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC13,,,LBCU,1,H,195,150,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC13,,,RWBL,1,H,330,125,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC13,,,HOLA,1,H,100,100,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC14,,,HOLA,2,S,340,15,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC14,,,HOLA,2,S,0,40,,Flyover,flying
6/30/13,MDF,Rita Blanca NG,RBNG-PC14,,,HOLA,1,H,90,95,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC14,,,HOLA,1,H,275,120,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC14,,,BUOW,1,S,180,215,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC14,,,MODO,3,S,110,125,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC14,,,MODO,1,S,185,220,,Flyover,flying
6/30/13,MDF,Rita Blanca NG,RBNG-PC14,,,RWBL,1,S,185,220,,Flyover,flying
6/30/13,MDF,Rita Blanca NG,RBNG-PC14,,,WEME,1,H,45,105,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC14,,,WEME,2,S,125,140,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC14,,,HOLA,2,S,40,100,,Flyover,flying
6/30/13,MDF,Rita Blanca NG,RBNG-PC14,,,WEME,1,H,0,135,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC14,,,HOLA,1,H,180,75,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC15,,,HOLA,3,S,190,45,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC15,,,HOLA,1,H,5,60,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC15,,,BUOW,2,S,340,85,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC15,,,HOLA,1,H,330,80,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC15,,,BAEA,2,H,45,65,,,"seen after heard, bald eagle"
6/30/13,MDF,Rita Blanca NG,RBNG-PC15,,,HOLA,1,H,90,90,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC15,,,BUOW,1,S,170,150,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC15,,,WEKI,1,S,270,190,,Flyover,flying
6/30/13,MDF,Rita Blanca NG,RBNG-PC15,,,HOLA,1,S,0,150,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC15,,,CHRA,1,S,340,120,,,chi. Raven
6/30/13,MDF,Rita Blanca NG,RBNG-PC16,,,CHRA,1,S,180,210,,Flyover,flying
6/30/13,MDF,Rita Blanca NG,RBNG-PC16,,,HOLA,2,H,200,75,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC16,,,HOLA,1,H,5,60,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC16,,,HOLA,1,H,90,85,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC16,,,TUVU,1,S,250,195,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC16,,,LBCU,1,S,250,190,,,breeding?
6/30/13,MDF,Rita Blanca NG,RBNG-PC16,,,CHRA,1,S,270,270,,Flyover,flying
6/30/13,MDF,Rita Blanca NG,RBNG-PC16,,,HOLA,2,H,185,70,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC16,,,LBCU,1,S,240,180,,Flyover,flying
6/30/13,MDF,Rita Blanca NG,RBNG-PC17,,,CHRA,2,S,180,75,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC17,,,HOLA,1,H,160,60,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC17,,,HOLA,7,S,270,80,,,on road
6/30/13,MDF,Rita Blanca NG,RBNG-PC17,,,HOLA,3,S,180,80,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC17,,,HOLA,1,H,210,75,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC17,,,LBCU,4,S,90,110,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC17,,,BUOW,1,S,95,130,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC17,,,MODO,1,S,210,100,ON,,sitting on nest
6/30/13,MDF,Rita Blanca NG,RBNG-PC17,,,CHRA,1,S,105,300,,Flyover,flying
6/30/13,MDF,Rita Blanca NG,RBNG-PC17,,,AMCR,1,H,270,200,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC17,,,WEME,1,H,180,220,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC17,,,HOLA,1,H,0,100,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC17,,,HOLA,3,S,90,60,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC17,,,LBCU,2,S,45,200,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC18,,,CASP,1,H,0,50,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC18,,,CASP,1,H,45,85,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC18,,,BCHU,1,S,270,110,,Flyover,flying
6/30/13,MDF,Rita Blanca NG,RBNG-PC18,,,HOLA,2,H,90,90,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC18,,,HOLA,1,H,105,70,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC18,,,LASP,1,H,210,130,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC18,,,SWHA,1,S,0,90,,Flyover,flyover
6/30/13,MDF,Rita Blanca NG,RBNG-PC18,,,LABU,1,H,180,60,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC18,,,LASP,1,H,190,70,,Landed,landed on wire
6/30/13,MDF,Rita Blanca NG,RBNG-PC18,,,HOLA,1,H,0,45,,,on fence
6/30/13,MDF,Rita Blanca NG,RBNG-PC18,,,MODO,1,S,90,110,,Flyover,flyby
6/30/13,MDF,Rita Blanca NG,RBNG-PC18,,,WEME,1,H,5,140,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC18,,,RWBL,2,S,15,165,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC18,,,HOLA,2,H,110,110,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC19,,,CHRA,2,S,10,180,,Flyover,flying
6/30/13,MDF,Rita Blanca NG,RBNG-PC19,,,HOLA,1,H,340,95,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC19,,,HOLA,15,S,0,50,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC19,,,WEME,1,H,110,200,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC19,,,MODO,1,H,90,70,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC19,,,CASP,1,H,15,105,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC19,,,WEME,1,H,70,130,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC19,,,HOLA,1,H,180,55,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC19,,,MODO,2,S,0,100,,Flyover,flying
6/30/13,MDF,Rita Blanca NG,RBNG-PC19,,,LBCU,2,S,350,15,,Flyover,flyover
6/30/13,MDF,Rita Blanca NG,RBNG-PC19,,,WEME,1,S,330,75,,Landed,landed on hay pile
6/30/13,MDF,Rita Blanca NG,RBNG-PC20,,,SWHA,1,S,0,45,,,perched
6/30/13,MDF,Rita Blanca NG,RBNG-PC20,,,CHRA,5,S,180,115,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC20,,,AMCR,1,S,180,115,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC20,,,BARS,1,S,0,35,,Flyover,flying
6/30/13,MDF,Rita Blanca NG,RBNG-PC20,,,HOLA,1,H,90,75,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC20,,,HOLA,1,H,300,80,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC20,,,WEME,2,S,270,150,,,on wire
6/30/13,MDF,Rita Blanca NG,RBNG-PC20,,,CORA,1,S,15,100,,Flyover,flying
6/30/13,MDF,Rita Blanca NG,RBNG-PC21,,,LASP,2,S,270,50,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC21,,,HOLA,2,S,90,45,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC21,,,MODO,2,S,190,35,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC21,,,WEKI,1,S,340,25,,,on fence
6/30/13,MDF,Rita Blanca NG,RBNG-PC21,,,BARS,3,S,5,60,,Flyover,flying 
6/30/13,MDF,Rita Blanca NG,RBNG-PC21,,,CLSW,8,S,110,75,,Flyover,flying
6/30/13,MDF,Rita Blanca NG,RBNG-PC21,,,WEKI,2,S,170,55,,,
6/30/13,MDF,Rita Blanca NG,RBNG-PC21,,,LASP,1,S,340,60,,,on fence
6/30/13,MDF,Rita Blanca NG,RBNG-PC21,,,BHCO,1,S,0,80,,Flyover,flyover
6/30/13,MDF,Rita Blanca NG,RBNG-PC21,,,HOLA,3,S,0,70,,,on wire w/ MODO
6/30/13,MDF,Rita Blanca NG,RBNG-PC21,,,MODO,1,S,0,70,,,on wire
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC1,,,LASP,2,S,340,95,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC1,,,NOMO,1,H,0,210,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC1,,,NOMO,1,H,15,210,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC1,,,CASP,1,H,5,200,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC1,,,MODO,1,S,195,195,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC1,,,PABU,1,H,310,130,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC1,,,KILL,1,S,45,45,,Flyover,flyby
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC1,,,BARS,2,S,0,40,,Flyover,flyby
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC1,,,STFL,1,S,270,105,,,perched on wire
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC1,,,NOBO,1,H,250,115,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC1,,,STFL,3,S,10,65,A,,fighting group
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC1,,,LBWO,1,H,200,100,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC1,,,NOBO,1,H,310,120,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC1,,,CASP,1,H,350,185,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC1,,,TUVU,1,S,0,200,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC1,,,EAME,1,H,90,190,,,distant
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC3,,,LASP,1,S,85,60,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC3,,,FISP,1,H,0,130,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC3,,,MODO,3,S,90,100,,Landed,"flying, then landed on wire"
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC3,,,BEWR,1,H,340,115,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC3,,,PABU,1,H,340,95,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC3,,,PABU,1,H,95,100,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC3,,,AMCR,1,H,330,200,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC3,,,NOCA,1,H,180,180,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC3,,,EABL,2,H,95,150,,,distant group by farm
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC3,,,AMCR,1,H,40,120,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC3,,,NOBO,1,H,15,190,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC3,,,NOBO,1,H,270,210,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC3,,,EAME,1,H,210,300,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC6,,,RWBL,1,H,270,130,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC6,,,STFL,1,S,0,60,,Flyover,flyby
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC6,,,STFL,1,H,5,75,N,Landed,landed in possible nest
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC6,,,WEKI,2,S,45,30,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC6,,,TUVU,1,S,340,155,,Flyover,flying 
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC6,,,DOWO,1,H,350,140,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC6,,,NOMO,1,H,0,200,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC6,,,GRSP,1,H,270,90,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC6,,,KILL,1,H,300,180,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC6,,,MODO,1,H,310,210,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC8,,,EAME,1,H,90,165,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC8,,,NOMO,1,H,100,135,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC8,,,EAME,1,H,165,210,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC8,,,WEME,1,H,10,170,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC8,,,NOCA,1,H,95,300,S,,distant song
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC8,,,EAME ,1,H,290,160,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC8,,,NOMO,1,H,350,240,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC8,,,BHCO,1,S,110,75,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC8,,,CASP,1,S,0,150,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC8,,,LASP,1,H,170,170,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC8,,,PABU,1,H,0,175,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC8,,,CASP,1,H,180,230,,,
6/19/13,MDF,Cross Rd W of WMWR,WXRD-PC8,,,TUVU,1,S,350,370,,Flyover,flying
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC2,,,STFL,1,S,340,49,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC2,,,PABU,1,H,160,160,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC2,,,NOMO,1,H,185,200,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC2,,,BHCO,1,S,190,70,,Flyover,flyby
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC2,,,NOCA,1,H,100,205,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC2,,,TUVU,1,S,180,300,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC2,,,CLSW,15,S,190,195,,Flyover,flying in group
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC2,,,BARS,1,S,270,95,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC2,,,GRSP,1,H,200,80,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC2,,,MODO,1,S,180,130,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC6,,,RWBL,2,H,180,100,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC6,,,KILL,1,H,210,120,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC6,,,DICK,1,H,270,155,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC6,,,RTHA,1,S,330,200,,,"perched, then flew"
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC6,,,AMCR,2,S,340,215,,Flyover,flying
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC6,,,CASP,1,H,165,190,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC6,,,NOBO,1,H,90,260,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC6,,,BARS,1,H,45,70,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC6,,,EAME,1,H,180,180,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC6,,,CLSW,10,S,190,230,,Flyover,flying in group
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC10,,,CLSW,5,S,0,50,,Flyover,flying
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC10,,,LASP,1,H,340,70,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC10,,,TUVU,1,S,270,15,,Flyover,flyover
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC10,,,TUVU,1,S,90,110,,Flyover,flying
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC10,,,STFL,2,H,0,80,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC10,,,WEME,1,H,350,200,S,,distant song
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC10,,,BHCO,1,S,45,150,,Flyover,flying
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC10,,,LASP,1,H,40,85,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC10,,,MODO,1,S,200,230,,,
6/21/13,MDF,Hwy49 W of WMWR,W49H-PC10,,,GRSP,1,H,180,75,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC2,,,WEVI,1,H,40,55,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC2,,,NOCA,1,H,330,200,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC2,,,RCSP,1,H,180,110,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC2,,,MODO,2,S,95,100,,Flyover,flying
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC2,,,LASP,1,H,190,75,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC2,,,PABU,1,H,120,140,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC2,,,NOBO,1,H,180,200,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC2,,,BGGN,1,H,90,90,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC2,,,PABU,1,H,30,45,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC2,,,GRRO,1,H,100,130,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC6,,,DICK,2,H,330,60,P,,"""P"""
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC6,,,TUTI,1,H,90,110,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC6,,,STFL,2,H,90,75,P,,mating pair
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC6,,,NOCA,1,H,45,135,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC6,,,INBU,1,H,0,100,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC6,,,SUTA,1,H,0,105,,,at nearby forest edge
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC6,,,DICK,1,H,270,70,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC6,,,PABU,1,H,350,150,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC6,,,EAME ,1,H,240,160,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC6,,,RBWO,1,H,0,200,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC6,,,EAME,1,H,90,90,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC6,,,NOBO,1,H,180,200,,,
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC6,,,BARS,2,S,5,50,,Flyover,flyby
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC6,,,FISP,2,H,320,85,N,,nesting?
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC6,,,MIKI,1,S,110,70,,Flyover,flying
6/21/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC6,,,CACH,1,H,50,110,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC10,,,EAME ,1,H,330,210,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC10,,,NOBO,1,H,0,190,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC10,,,AMCR,1,H,270,180,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC10,,,DICK,1,H,270,110,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC10,,,DICK,1,H,350,90,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC10,,,EAME,1,H,5,100,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC10,,,EAME,1,H,300,105,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC10,,,DICK,1,H,90,75,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC10,,,MODO,1,H,245,200,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC10,,,PABU,1,H,70,95,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC10,,,WEME,1,H,220,150,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC10,,,EAME,1,H,95,195,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC10,,,CAEG,1,S,25,220,,Flyover,flying
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,BGGN,1,H,180,70,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,NOBO,1,H,0,110,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,STFL,2,H,255,50,ON,,nest
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,GREG,1,S,340,200,,Flyover,flying to lake
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,RWBL,4,H,90,130,,,by lakeshore
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,NOBO,1,H,270,180,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,PABU,1,H,180,60,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,DICK,1,H,180,55,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,DICK,1,H,190,55,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,CAGO,12,S,90,210,,,on lake
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,EABL,1,H,270,80,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,PABU,1,H,270,45,,,
6/23/13,MDF,Wichita Mountains Wildlife Refuge,WMWR-PC14,,,GREG,1,S,0,85,,Flyover,flying to lake
